"Species1","Mass","Wing.Length","Hand-Wing.Index"
"Passerella iliaca",33.3,84.2,26.1
"Passerella megarhyncha",33.3,84.2,26.1
"Passerella schistacea",33.3,81,26.1
"Passerella unalaschcensis",33.3,84.2,26.1
"Peucaea aestivalis",19.6,59,16.5
"Peucaea botterii",19.9,63.9,11.5
"Peucaea carpalis",15.3,60.2,13.5
"Peucaea cassinii",18.9,66.6,16.4
"Peucaea humeralis",23.9,67,11.1
"Peucaea mystacalis",22.2,70.8,10
"Peucaea ruficauda",28.2,75.2,11.7
"Peucaea sumichrasti",29.4,69.4,9.4
"Pezopetes capitalis",55.8,89.6,11.2
"Pipilo chlorurus",29.4,77.6,16.8
"Pipilo erythrophthalmus",40,82.3,13.6
"Pipilo maculatus",39.3,85.8,13.7
"Pipilo ocai",61,84.5,11.4
"Pipilo socorroensis",39.3,85.8,13.7
"Pooecetes gramineus",25.7,78.6,23.9
"Pselliophorus luteoviridis",30,80.5,12.1
"Pselliophorus tibialis",30,79.8,11.7
"Rhynchospiza stolzmanni",25.6,68,8.3
"Rhynchospiza strigiceps",22.2,65.8,14.1
"Spizella atrogularis",11.3,60.6,15.2
"Spizella breweri",10.9,62.8,20.5
"Spizella pallida",11.2,60.8,18.6
"Spizella passerina",12.2,68,24.2
"Spizella pusilla",12.5,64.4,16.7
"Spizella wortheni",12.4,66.5,18.3
"Torreornis inexpectata",25.5,64.4,9
"Xenospiza baileyi",17.4,61.1,13.4
"Zonotrichia albicollis",24.4,72.8,19.7
"Zonotrichia atricapilla",32,78.2,22.9
"Zonotrichia capensis",20.3,63.9,16.8
"Zonotrichia leucophrys",28,78.7,23.4
"Zonotrichia querula",35.5,86.9,23.7
"Carpospiza brachydactyla",22.3,93.6,40.6
"Gymnoris dentata",18.4,78.4,25.7
"Gymnoris pyrgita",24.1,86.4,22.3
"Gymnoris superciliaris",24,89.5,25.1
"Gymnoris xanthocollis",18.1,80.1,28.5
"Hypocryptadius cinnamomeus",30,91.1,22
"Montifringilla adamsi",31.3,107.2,34
"Montifringilla henrici",40,116.6,37.4
"Montifringilla nivalis",36.9,119,38.1
"Onychostruthus taczanowskii",32.5,103.4,27.9
"Passer ammodendri",28.9,77.4,24.6
"Passer castanopterus",18,69.2,20.9
"Passer cinnamomeus",18.5,69,31.5
"Passer cordofanicus",22,73.1,17.2
"Passer diffusus",24.2,80.7,22.9
"Passer domesticus",26.5,74.9,27.3
"Passer eminibey",13.4,59.7,19.9
"Passer euchlorus",14,59.1,18
"Passer flaveolus",19.4,69.8,25.1
"Passer gongonensis",39.9,95.4,22.5
"Passer griseus",27.8,78.9,20.7
"Passer hemileucus",30.2,69.5,17.9
"Passer hispaniolensis",24.2,76.3,26
"Passer iagoensis",31.5,59.7,18
"Passer insularis",27.3,73.2,14.6
"Passer italiae",28.3,76.9,26
"Passer luteus",11.2,62.6,21.4
"Passer melanurus",29.5,74.6,24
"Passer moabiticus",16.5,58.9,19.5
"Passer montanus",21.4,67.9,24.6
"Passer motitensis",30.2,77.5,16.1
"Passer pyrrhonotus",22,66.2,24.6
"Passer rufocinctus",27.8,74.9,24
"Passer shelleyi",22,70.2,22.7
"Passer simplex",19.5,75.8,25.2
"Passer suahelicus",25,83.9,19.2
"Passer swainsonii",31.6,87,20.2
"Passer zarudnyi",19.5,72.9,24.4
"Petronia petronia",30.2,93,33.4
"Pyrgilauda blanfordi",23.7,93.7,36.2
"Pyrgilauda davidiana",21.2,84.2,33.7
"Pyrgilauda ruficollis",22.8,92.3,34.8
"Pyrgilauda theresae",24.3,91.2,31.8
"Gampsorhynchus rufulus",37,98,8.5
"Gampsorhynchus torquatus",37,98.8,8.4
"Graminicola bengalensis",14.6,56.2,7.7
"Graminicola striatus",14.6,56.2,7.7
"Illadopsis albipectus",30.6,73.2,9
"Illadopsis cleaveri",30.8,72.7,6.1
"Illadopsis distans",22.2,70.2,10.5
"Illadopsis fulvescens",27.9,70,9.1
"Illadopsis puveli",48.4,84.2,6.3
"Illadopsis pyrrhoptera",24.8,70.8,10.4
"Illadopsis rufescens",37,78.5,7.9
"Illadopsis rufipennis",22.2,69.3,9.9
"Illadopsis turdina",65.8,104.8,10.6
"Kenopia striata",19.9,67.3,8.4
"Laticilla burnesii",19,56.2,7.5
"Laticilla cinerascens",19,51,5.3
"Leonardina woodi",21,81,7.5
"Malacocincla abbotti",26.8,73.2,10.1
"Malacocincla perspicillata",25.5,86.9,8.4
"Malacocincla sepiaria",25.5,73.2,8.4
"Malacopteron affine",17.1,72.1,8.7
"Malacopteron albogulare",16.5,74.6,12.4
"Malacopteron cinereum",18.1,76.5,12.3
"Malacopteron magnirostre",19.3,76.6,12.9
"Malacopteron magnum",27.2,84.8,11.8
"Malacopteron palawanense",32.1,85.1,9.2
"Napothera epilepidota",16,55.1,9.9
"Pellorneum albiventre",21.5,54.9,7.8
"Pellorneum capistratum",25.1,70,7
"Pellorneum fuscocapillus",30,70,9
"Pellorneum nigrocapitatum",25.1,67.6,7
"Pellorneum palustre",21.5,63.1,6.1
"Pellorneum ruficeps",26,69,8.6
"Ptilocichla falcata",39.5,83,7.6
"Ptilocichla leucogrammica",39.5,79.8,5.9
"Ptilocichla mindanensis",29.2,68.8,7
"Rimator albostriatus",19.4,62.5,7.2
"Rimator danjoui",35.5,79.3,6.2
"Rimator malacoptilus",19.4,57.6,7.5
"Rimator naungmungensis",35.5,78,4.1
"Rimator pasquieri",19.4,59.5,6.2
"Schoeniparus brunneus",17.4,59.1,10.1
"Schoeniparus castaneceps",12.5,53.7,14.4
"Schoeniparus cinereus",11,53.5,12.8
"Schoeniparus dubius",18,57.1,8.4
"Schoeniparus klossi",12.5,55.8,11.5
"Schoeniparus rufogularis",13.2,55.7,10.9
"Schoeniparus variegaticeps",13.2,54.3,14.1
"Trichastoma bicolor",27.2,84.3,10.8
"Trichastoma buettikoferi",17.1,65.8,9
"Trichastoma celebense",23.6,74.8,10.9
"Trichastoma cinereiceps",23.9,63,8.2
"Trichastoma malaccense",21.4,69,7.4
"Trichastoma pyrrogenys",23.2,64.9,13.6
"Trichastoma rostratum",21,70.4,12.7
"Trichastoma tickelli",17.1,62.2,9.6
"Turdinus atrigularis",66.3,99.8,8.2
"Turdinus brevicaudatus",19.5,60.8,6.6
"Turdinus calcicola",27,79.8,8.5
"Turdinus crassus",26.8,68.4,6.3
"Turdinus crispifrons",27,79.8,8.5
"Turdinus macrodactylus",48.7,88.8,9.1
"Turdinus marmoratus",41,94.8,7.8
"Turdinus rufipectus",37,90.2,5.7
"Amalocichla incerta",32.7,75.6,11.6
"Amalocichla sclateriana",54.7,102.4,7.9
"Cryptomicroeca flaviventris",13,73,22
"Devioeca papuana",14.4,73.8,24.6
"Drymodes beccarii",45.9,96,16.7
"Drymodes brunneopygia",33,91.9,13.6
"Drymodes superciliaris",45.9,99,16.7
"Eopsaltria australis",20.2,84.7,24.4
"Eopsaltria griseogularis",19.4,86.9,23.8
"Eugerygone rubra",8.4,57.2,19.3
"Gennaeodryas placens",25.5,86.5,22.5
"Heteromyias albispecularis",36.3,90.3,20.5
"Heteromyias armiti",36.3,95.5,21.8
"Heteromyias cinereifrons",36.3,105,24.7
"Kempiella flavovirescens",15,78,23.5
"Kempiella griseoceps",10.6,69.1,23.2
"Melanodryas cucullata",21.1,89.5,25.9
"Melanodryas vittata",26.6,86,23
"Microeca fascinans",14.5,84.3,29.8
"Microeca flavigaster",12.1,74.9,25.7
"Microeca hemixantha",13.7,73.5,23.4
"Microeca tormenti",12.1,74.9,25.7
"Monachella coultasi",24.5,95,29.9
"Monachella muelleriana",24.5,95,29.9
"Pachycephalopsis hattamensis",34.6,97.2,19.8
"Pachycephalopsis poliosoma",38,99.3,18.3
"Peneoenanthe pulverulenta",19.2,80.5,20.6
"Peneothello bimaculata",23.8,81.4,19.4
"Peneothello cryptoleuca",18.9,82.7,16.7
"Peneothello cyanus",25,85.6,19.2
"Peneothello sigillata",22.8,93.5,17.3
"Petroica archboldi",12.2,93,19.8
"Petroica australis",31.3,93,20.9
"Petroica bivittata",9,74,20.9
"Petroica boodang",12.5,73.8,27.1
"Petroica dannefaerdi",11.8,74.2,23.2
"Petroica goodenovii",8.9,61,25.1
"Petroica longipes",31.3,92,20.8
"Petroica macrocephala",11.8,74.2,23.2
"Petroica multicolor",11.4,68.8,22.7
"Petroica phoenicea",13,77.6,27.7
"Petroica pusilla",11.4,64,22.7
"Petroica rodinogaster",10.2,66.3,23.4
"Petroica rosea",8.2,64.5,25.6
"Petroica traversi",23.5,79.1,24.6
"Plesiodryas albonotata",38.6,105.2,26.9
"Poecilodryas brachyura",25.1,83.2,19.9
"Poecilodryas cerviniventris",19.8,77.6,19.5
"Poecilodryas hypoleuca",18,80.4,18.4
"Poecilodryas superciliosa",19.8,77.8,22.1
"Quoyornis georgianus",19.1,77.6,19.6
"Tregellasia capito",13.9,73.4,25.5
"Tregellasia leucops",15.6,74.4,21.7
"Peucedramus taeniatus",11,71,27.6
"Microligea palustris",13.2,60,12.8
"Phaenicophilus palmarum",30.5,87,16
"Phaenicophilus poliocephalus",31,82.2,18
"Xenoligea montana",12.5,64.2,12.9
"Neodrepanis coruscans",6.5,46.6,19.5
"Neodrepanis hypoxantha",7.1,47.5,21.1
"Philepitta castanea",35.4,77.5,15.9
"Philepitta schlegeli",27.9,73.8,21.5
"Phylloscopus affinis",7,59,14.8
"Phylloscopus amoenus",10.5,58.5,17.3
"Phylloscopus armandii",9.4,61.2,19
"Phylloscopus bonelli",8.7,63.5,23.1
"Phylloscopus borealis",10.9,66.2,25.8
"Phylloscopus borealoides",9.8,62.2,24
"Phylloscopus budongoensis",8.2,51.6,11.5
"Phylloscopus burkii",7.3,52.2,13.5
"Phylloscopus calciatilis",6,53.8,18
"Phylloscopus canariensis",7.3,51.8,14.1
"Phylloscopus cantator",6,53.8,18
"Phylloscopus castaniceps",5.3,48.8,19.3
"Phylloscopus cebuensis",9,51.5,15.5
"Phylloscopus chloronotus",4.9,50.5,17
"Phylloscopus claudiae",7.6,59.9,20.2
"Phylloscopus collybita",8.3,58.8,18.4
"Phylloscopus coronatus",10.1,61.3,22.6
"Phylloscopus emeiensis",10.5,56.5,17.4
"Phylloscopus emilsalimi",10,68,12
"Phylloscopus examinandus",10.9,66.2,25.8
"Phylloscopus forresti",5.4,53.2,17.3
"Phylloscopus fuligiventer",8.8,54.9,11.9
"Phylloscopus fuscatus",8.7,62.3,19.1
"Phylloscopus goodsoni",7.6,58.4,18.7
"Phylloscopus grammiceps",5,50.1,13.8
"Phylloscopus griseolus",7.6,63.6,16
"Phylloscopus hainanus",9.5,51.5,13.1
"Phylloscopus herberti",8.9,51.2,10.9
"Phylloscopus humei",6,54.6,24.8
"Phylloscopus ibericus",8.3,58.8,20.4
"Phylloscopus ijimae",8.7,63,24
"Phylloscopus inornatus",6.6,58.4,19
"Phylloscopus intensior",6.4,52,16.9
"Phylloscopus intermedius",6.9,57.3,18.1
"Phylloscopus kansuensis",6.6,53.5,19.5
"Phylloscopus laetus",9.5,55.4,10.8
"Phylloscopus laurae",8.5,57.8,16
"Phylloscopus maculipennis",5.1,46.8,17
"Phylloscopus maforensis",10.8,53.1,12
"Phylloscopus magnirostris",11.6,67.2,20.4
"Phylloscopus misoriensis",10.8,53.1,12
"Phylloscopus montis",6.4,49.4,18.1
"Phylloscopus neglectus",5.3,48.6,15.2
"Phylloscopus nitidus",7.8,62.5,23.4
"Phylloscopus occipitalis",9,63.4,19.4
"Phylloscopus ogilviegranti",6.4,52,15.7
"Phylloscopus olivaceus",9.7,58.9,12.9
"Phylloscopus omeiensis",7.3,56.7,17.5
"Phylloscopus orientalis",8.5,66.7,23.3
"Phylloscopus plumbeitarsus",8.6,58.4,20.4
"Phylloscopus poliocephalus",10.8,53.1,12
"Phylloscopus poliogenys",6.3,50,20
"Phylloscopus presbytes",9.5,56.5,12.1
"Phylloscopus proregulus",6,51.2,18.9
"Phylloscopus pulcher",6.8,58.8,14.2
"Phylloscopus reguloides",7.6,56.6,16.1
"Phylloscopus ricketti",6.3,55.7,19
"Phylloscopus rotiensis",9.5,56.5,12.1
"Phylloscopus ruficapilla",7.7,52.4,14.2
"Phylloscopus sarasinorum",10,56.4,10.2
"Phylloscopus schwarzi",11.4,63.2,18.1
"Phylloscopus sibilatrix",9.2,75.8,30.9
"Phylloscopus sindianus",7.5,53.4,15.9
"Phylloscopus soror",7.3,55.6,18.2
"Phylloscopus suaramerdu",8.5,56,12.1
"Phylloscopus subaffinis",6.2,50.9,13.6
"Phylloscopus subviridis",5.5,54.1,15.9
"Phylloscopus sumatrensis",5,51,13.9
"Phylloscopus tenellipes",11.8,59.9,23
"Phylloscopus tephrocephalus",7.3,54.6,14.1
"Phylloscopus tristis",8.3,58.8,18.4
"Phylloscopus trivirgatus",9,56.5,15.5
"Phylloscopus trochiloides",8.1,61.3,19.9
"Phylloscopus trochilus",8.7,65.9,25.9
"Phylloscopus tytleri",7.2,58.1,18.1
"Phylloscopus umbrovirens",8.6,56.2,11.3
"Phylloscopus valentini",7.3,54.8,16.2
"Phylloscopus whistleri",7.3,56.2,14.8
"Phylloscopus xanthodryas",10.9,66.2,25.8
"Phylloscopus xanthoschistos",6.9,52.9,16
"Phylloscopus yunnanensis",6,52.2,19
"Picathartes gymnocephalus",196,162.2,4.5
"Picathartes oreas",220,152,5.2
"Antilophia bokermanni",19.8,75.4,9.8
"Antilophia galeata",21.5,77.2,12.3
"Ceratopipra chloromeros",16.5,60.6,18.5
"Ceratopipra cornuta",25.3,65.1,13.8
"Ceratopipra erythrocephala",13.4,59,20
"Ceratopipra mentalis",15,58.5,16.5
"Ceratopipra rubrocapilla",12,61.2,19.7
"Chiroxiphia boliviana",17.1,68,16.8
"Chiroxiphia caudata",25.6,75.9,17.6
"Chiroxiphia lanceolata",18.5,70.2,11.1
"Chiroxiphia linearis",17.4,68.9,9.6
"Chiroxiphia pareola",16.8,69.4,12.2
"Chloropipo flavicapilla",17.8,76.3,18.9
"Chloropipo unicolor",15.5,72.2,19.1
"Corapipo gutturalis",8.2,56.4,20.6
"Corapipo leucorrhoa",11.7,57.8,18.8
"Cryptopipo holochlora",14.9,72.1,19.4
"Cryptopipo litae",14.9,69.2,21.3
"Heterocercus aurantiivertex",21.5,81,23.7
"Heterocercus flavivertex",21.3,82.4,18.9
"Heterocercus linteatus",21.2,85.5,20.9
"Ilicura militaris",12.7,61.2,22.6
"Lepidothrix coeruleocapilla",9.7,53.3,18.7
"Lepidothrix coronata",8.3,56.8,17.9
"Lepidothrix iris",8,51.7,19.2
"Lepidothrix isidorei",7.8,51,19.7
"Lepidothrix nattereri",8.4,49.7,19.1
"Lepidothrix serena",11.4,52.8,21.4
"Lepidothrix suavissima",8.5,56.4,19.4
"Lepidothrix vilasboasi",8.4,55.2,18.9
"Machaeropterus deliciosus",12.7,61.4,20.5
"Machaeropterus eckelberryi",9.3,55.6,25.6
"Machaeropterus pyrocephalus",9.5,52.2,22.6
"Machaeropterus regulus",9.3,52.9,23.7
"Machaeropterus striolatus",9.3,50.8,20.2
"Manacus aurantiacus",15.5,46.8,13.6
"Manacus candei",19.8,55.7,17.2
"Manacus manacus",16.7,52.2,15.9
"Manacus vitellinus",18.2,54.7,13.6
"Masius chrysopterus",11.5,59,12.8
"Neopelma aurifrons",14,71,21.3
"Neopelma chrysocephalum",15.5,65.2,20.4
"Neopelma chrysolophum",14.2,66.2,17.4
"Neopelma pallescens",18.2,72.2,17.7
"Neopelma sulphureiventer",15.7,71.8,16.1
"Pipra aureola",16.1,64.5,19.3
"Pipra fasciicauda",15.9,63.7,20
"Pipra filicauda",15.4,65.4,17.2
"Pseudopipra pipra",11.1,62,17.3
"Tyranneutes stolzmanni",7.2,47.2,28.9
"Tyranneutes virescens",7.2,50.2,30.9
"Xenopipo atronitens",15.5,70.3,17.9
"Xenopipo uniformis",17.9,78,20.7
"Erythropitta arquata",54,89.4,15.7
"Erythropitta caeruleitorques",72.4,80,14.3
"Erythropitta celebensis",72.4,96.6,8.4
"Erythropitta dohertyi",72.4,94,21.4
"Erythropitta erythrogaster",72.4,89.6,23.9
"Erythropitta gazellae",72.4,101,22.3
"Erythropitta granatina",61.5,84.8,9.6
"Erythropitta inspeculata",72.4,89.6,23.9
"Erythropitta kochi",116,110.9,18
"Erythropitta macklotii",72.4,102.6,22.7
"Erythropitta meeki",72.4,93.7,23.9
"Erythropitta novaehibernicae",72.4,97,16.6
"Erythropitta palliceps",72.4,89.6,23.9
"Erythropitta rubrinucha",72.4,99,18.4
"Erythropitta rufiventris",72.4,92.8,17.8
"Erythropitta splendida",72.4,89.6,23.9
"Erythropitta ussheri",55.3,84.4,13.7
"Erythropitta venusta",61.5,83.6,7.8
"Hydrornis baudii",66,89.4,16.2
"Hydrornis caeruleus",202,145,11.4
"Hydrornis cyaneus",109,109.5,16.1
"Hydrornis elliotii",91,102,21.6
"Hydrornis guajanus",81.5,101.5,15.7
"Hydrornis gurneyi",60.5,99.4,17
"Hydrornis irena",81.5,97,17
"Hydrornis nipalensis",124,116.2,11.2
"Hydrornis oatesi",120,108.6,7.2
"Hydrornis phayrei",100,95.4,9.9
"Hydrornis schneideri",109,104.8,13
"Hydrornis schwaneri",81.5,99.2,18.1
"Hydrornis soror",114,109.2,15.2
"Pitta anerythra",86,100,6.2
"Pitta angolensis",62.7,102.9,15.2
"Pitta brachyura",55.5,104.8,22.1
"Pitta elegans",56.6,98.4,14.6
"Pitta iris",62.2,105.4,14.2
"Pitta maxima",190,144.3,10.6
"Pitta megarhyncha",106,113.4,17.1
"Pitta moluccensis",76,122.1,21.2
"Pitta morotaiensis",190,150,10.6
"Pitta novaeguineae",64.5,99.2,17.6
"Pitta nympha",88.3,121.4,24.6
"Pitta reichenowi",62.7,117.8,20
"Pitta rosenbergii",64.5,104.8,18.1
"Pitta sordida",64.5,104.8,18.1
"Pitta steerii",94.8,114.5,15.4
"Pitta superba",115,122.6,7
"Pitta versicolor",88.9,121.5,14.2
"Pityriasis gymnocephala",128.5,146.5,18.3
"Platylophus galericulatus",77.9,136,12.3
"Batis capensis",11.7,56.5,13.9
"Batis crypta",12.2,59.7,12
"Batis dimorpha",11.7,56.5,13.9
"Batis diops",12.7,62.7,11.9
"Batis erlangeri",12.5,59.4,12.5
"Batis fratrum",11.9,60,11.5
"Batis ituriensis",10.7,49.5,9.8
"Batis margaritae",11.7,64.9,11.4
"Batis minima",10,48.6,9.2
"Batis minor",12.5,57.6,13
"Batis minulla",9.9,52.9,11.7
"Batis mixta",12.2,60.5,13.8
"Batis molitor",11.6,59.8,14.2
"Batis occulta",9,49.2,11.6
"Batis orientalis",11.1,56.8,12.2
"Batis perkeo",6.9,51.3,12.3
"Batis poensis",9.6,51.2,10.6
"Batis pririt",9.3,53.8,13.8
"Batis reichenowi",12.2,59.9,11.2
"Batis senegalensis",9.6,54.5,14.1
"Batis soror",9.5,54.1,12.3
"Dyaphorophyia ansorgei",11.4,57.6,14.2
"Dyaphorophyia blissetti",11,52.3,7
"Dyaphorophyia castanea",14.1,60,10.1
"Dyaphorophyia chalybea",11,51.3,8.5
"Dyaphorophyia concreta",11.4,58,14.2
"Dyaphorophyia hormophora",14.1,60,10.1
"Dyaphorophyia jamesoni",11,54,8.8
"Dyaphorophyia tonsa",11.5,54.2,9.8
"Lanioturdus torquatus",29,85.4,15.4
"Platysteira albifrons",12.2,60.9,11.7
"Platysteira cyanea",14.6,64.2,11.4
"Platysteira laticincta",13.7,66.7,10.9
"Platysteira peltata",13.7,65.2,11.6
"Amblyospiza albifrons",41.6,90.9,16.8
"Anaplectes jubaensis",22.6,82.8,19.1
"Anaplectes leuconotos",22.6,82.8,19.1
"Anaplectes rubriceps",22.6,79.8,19.5
"Brachycope anomala",25.3,59.2,10.9
"Bubalornis albirostris",61.9,114.2,20.4
"Bubalornis niger",76.2,115.9,19.9
"Dinemellia dinemelli",63.9,117.1,18.8
"Euplectes afer",14.3,55,20.6
"Euplectes albonotatus",21.1,72.7,15.7
"Euplectes ardens",19,71,18.7
"Euplectes aureus",25,67.9,16.2
"Euplectes axillaris",25.1,85.3,15.3
"Euplectes capensis",30.5,75.6,17
"Euplectes diadematus",13.9,58.9,19.2
"Euplectes franciscanus",16,58.6,17.2
"Euplectes gierowii",28.3,77.9,9.2
"Euplectes hartlaubi",35.5,101.5,17.7
"Euplectes hordeaceus",19.4,73,13.3
"Euplectes jacksoni",37,86.6,16.4
"Euplectes laticauda",19,71,18.7
"Euplectes macroura",21.7,78,13.6
"Euplectes nigroventris",12.5,56.5,17.9
"Euplectes orix",23,71,22.5
"Euplectes progne",35.1,120.4,16.3
"Euplectes psammacromius",35.5,95,13.9
"Foudia aldabrana",24.5,76.8,18.2
"Foudia consobrina",24.5,80,17.5
"Foudia eminentissima",24.5,80,17.5
"Foudia flavicans",15.3,66,17.9
"Foudia madagascariensis",16.6,63.3,16
"Foudia omissa",18.9,67.5,18.8
"Foudia rubra",17.7,66.6,17.9
"Foudia sechellarum",17.1,66.6,12.8
"Histurgops ruficauda",69,118.8,20.7
"Malimbus ballmanni",63,85,14.7
"Malimbus cassini",35,88.7,22.4
"Malimbus coronatus",32,84.2,16.1
"Malimbus erythrogaster",45,87.3,17.9
"Malimbus ibadanensis",38.8,90,17
"Malimbus malimbicus",36.1,79.5,15.6
"Malimbus nitens",37.8,83.9,14.2
"Malimbus racheliae",26,77,20.6
"Malimbus rubricollis",42.2,101.8,20.8
"Malimbus scutatus",30,90.6,22
"Philetairus socius",27.4,72.3,16
"Plocepasser donaldsoni",39.9,90.9,13.1
"Plocepasser mahali",41.5,97.2,18.4
"Plocepasser rufoscapulatus",44.6,94.2,13.8
"Plocepasser superciliosus",37.1,89.4,17.2
"Ploceus albinucha",27.2,79.9,20.2
"Ploceus alienus",22.2,68.2,13.3
"Ploceus angolensis",26.6,80,27.6
"Ploceus aurantius",23,69.6,19.4
"Ploceus aureonucha",26.6,79,21.5
"Ploceus badius",22,72,19.5
"Ploceus baglafecht",31.6,79,16.5
"Ploceus bannermani",30.8,75.1,14.8
"Ploceus batesi",26.6,72.5,17
"Ploceus benghalensis",19.8,68.8,22.2
"Ploceus bertrandi",39,79.6,16.7
"Ploceus bicolor",34.5,83.9,15.7
"Ploceus bojeri",22.4,74.2,18.7
"Ploceus brachypterus",27.1,74.6,15.4
"Ploceus burnieri",18,70.2,10.5
"Ploceus capensis",44,89.8,25.4
"Ploceus castaneiceps",18.5,73.4,16.3
"Ploceus castaneofuscus",34.3,82.1,18.9
"Ploceus castanops",21.4,69,16
"Ploceus cucullatus",36.1,82.6,19.4
"Ploceus dichrocephalus",18.5,72,15.8
"Ploceus dorsomaculatus",26.6,80,22.7
"Ploceus flavipes",46.3,77,19.7
"Ploceus galbula",21.7,71.4,17.7
"Ploceus golandi",23.5,71.4,21.7
"Ploceus grandis",63.5,106.8,19.6
"Ploceus heuglini",22.8,73.2,23
"Ploceus hypoxanthus",18.6,66.9,15.9
"Ploceus insignis",27.5,83.5,19.3
"Ploceus intermedius",20.6,68.8,20.6
"Ploceus jacksoni",23.4,71,18.5
"Ploceus katangae",18.5,65.2,19.6
"Ploceus luteolus",15.1,62.6,16.3
"Ploceus manyar",17.4,67.8,21
"Ploceus megarhynchus",34.3,77,21.4
"Ploceus melanocephalus",23,72,18.3
"Ploceus melanogaster",22.4,69.2,10.9
"Ploceus nelicourvi",23.8,73.5,16.8
"Ploceus nicolli",29.8,83.8,22.2
"Ploceus nigerrimus",34.3,82.1,18.9
"Ploceus nigricollis",27.1,74.6,15.4
"Ploceus nigrimentus",26.6,87,19
"Ploceus ocularis",25.2,73.6,14.6
"Ploceus olivaceiceps",20.8,81.8,28.4
"Ploceus pelzelni",12.7,62.7,13.6
"Ploceus philippinus",28.2,70.2,18.7
"Ploceus preussi",31.6,82,23.7
"Ploceus princeps",31.2,84.8,20
"Ploceus reichardi",26.6,68,18.4
"Ploceus rubiginosus",30,79.8,21.2
"Ploceus ruweti",17,69,14.9
"Ploceus sakalava",23.8,78.2,17.5
"Ploceus sanctithomae",22,77,16.8
"Ploceus spekei",35.1,78.4,24.6
"Ploceus spekeoides",26.6,69.5,21.1
"Ploceus subaureus",30.4,75.8,18.5
"Ploceus subpersonatus",22.5,67,13.4
"Ploceus superciliosus",21.4,67.4,17.6
"Ploceus taeniopterus",17.6,66.8,19
"Ploceus temporalis",35.8,82,27.4
"Ploceus tricolor",36.8,84.2,19.7
"Ploceus upembae",18.5,65.2,19.6
"Ploceus velatus",30.9,76.8,20.6
"Ploceus vitellinus",20,68.2,18.8
"Ploceus weynsi",29,78.2,23.2
"Ploceus xanthops",40.6,88.4,18.2
"Ploceus xanthopterus",22,68,15.7
"Pseudonigrita arnaudi",20,65.5,12.4
"Pseudonigrita cabanisi",20.6,65.8,12.8
"Quelea cardinalis",12.7,58.1,18.9
"Quelea erythrops",19.3,60.4,20.9
"Quelea quelea",18.6,66.1,24.2
"Sporopipes frontalis",17.3,66.2,11.9
"Sporopipes squamifrons",12.3,55.8,11.9
"Pnoepyga albiventer",20.9,61.5,6.4
"Pnoepyga formosana",20.9,53.2,13.9
"Pnoepyga immaculata",20.5,55.8,8.7
"Pnoepyga pusilla",12,50,9.9
"Microbates cinereiventris",11.9,53,11.8
"Microbates collaris",10.2,54.1,11.5
"Polioptila albiloris",6.3,49,16.1
"Polioptila caerulea",5.8,50.8,19.1
"Polioptila californica",5.8,46.6,10.6
"Polioptila dumicola",7,50.2,16.3
"Polioptila guianensis",6,44,14.2
"Polioptila lactea",6.5,44.8,11.4
"Polioptila lembeyei",5,40.5,12.6
"Polioptila maior",6.4,46.7,12.3
"Polioptila melanura",5.2,47.8,11.9
"Polioptila nigriceps",5.6,47.4,10.9
"Polioptila plumbea",6.4,46.7,12.3
"Polioptila schistaceigula",6,45.1,14.2
"Ramphocaenus melanurus",9.7,50.2,8.1
"Garritornis isidorei",70,111.4,9.6
"Pomatostomus halli",41.8,80.9,10.9
"Pomatostomus ruficeps",57.8,85.9,11.7
"Pomatostomus superciliosus",41.5,78.1,9.4
"Pomatostomus temporalis",75,107.6,11
"Promerops cafer",34.7,93.6,20.5
"Promerops gurneyi",34.9,88.8,21.5
"Prunella atrogularis",18.5,73.6,26
"Prunella collaris",38.6,100,28
"Prunella fulvescens",18.9,75.1,20.5
"Prunella himalayana",25.7,90.6,30.2
"Prunella immaculata",20.7,79.1,20.8
"Prunella koslowi",17.5,70.8,22
"Prunella modularis",20.2,69.1,21.2
"Prunella montanella",17,72.1,24.4
"Prunella ocularis",22.5,71,17.6
"Prunella rubeculoides",23.9,76.8,16.4
"Prunella rubida",16.7,69.6,21.6
"Prunella strophiata",18.1,63.1,16.3
"Androphobus viridis",30.5,63.7,7.7
"Psophodes cristatus",40.7,80,10.1
"Psophodes nigrogularis",44.5,80.5,12.7
"Psophodes occidentalis",39.6,79.6,12.9
"Psophodes olivaceus",62.4,94.9,6.7
"Phainopepla nitens",22.1,92.6,16.9
"Phainoptila melanoxantha",56,99.5,15.2
"Ptiliogonys caudatus",36.2,96.4,22.3
"Ptiliogonys cinereus",33.6,92.6,24
"Ailuroedus buccoides",138,129.6,20
"Ailuroedus crassirostris",205.3,155.8,19.4
"Ailuroedus melanotis",176.9,157.8,20.5
"Amblyornis flavifrons",120,132,21
"Amblyornis inornata",124,128.5,18.1
"Amblyornis macgregoriae",117.5,131.6,20.5
"Amblyornis subalaris",108.9,120.2,16.1
"Archboldia papuensis",177.6,162,17.8
"Chlamydera cerviniventris",156.4,143.7,17.8
"Chlamydera guttata",136,141.6,18.4
"Chlamydera lauterbachi",123.2,127.2,13.4
"Chlamydera maculata",140,145.5,17.8
"Chlamydera nuchalis",200.4,172.8,14.1
